id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd00046_c0	CMP_c0	C9H12N3O8P	-2	IERHLVCPSMICTF-XVFCMESISA-L	N=c1ccn(C2OC(COP(=O)([O-])O)C(O)C2O)c([O-])n1	-345.38	C00055	cpd00046
cpd00096_c0	CDP_c0	C9H13N3O11P2	-2	ZWIADYZPOWUWEW-XVFCMESISA-L	N=c1ccn(C2OC(COP(=O)(O)OP(=O)([O-])O)C(O)C2O)c([O-])n1	-553.38	C00112	cpd00096
cpd00106_e0	Fumarate_e0	C4H2O4	-2	VZCYOOQTPOCHFL-OWOJBTEDSA-L	O=C([O-])C=CC(=O)[O-]	-143.7	C00122	cpd00106
cpd00106_c0	Fumarate_c0	C4H2O4	-2	VZCYOOQTPOCHFL-OWOJBTEDSA-L	O=C([O-])C=CC(=O)[O-]	-143.7	C00122	cpd00106
cpd00037_c0	UDP-N-acetylglucosamine_c0	C17H25N3O17P2	-2	LFTYTUAZOPRMMI-CFRASDGPSA-L	CC([O-])=NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)OC(CO)C(O)C1O	-756.9	C00043	cpd00037
cpd03494_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	C87H139N7O23P2	-4	PNWZQTONLRRPST-KLDRQJOASA-J	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)OC1OC(CO)C(O)C(OC(C)C(O)=NC(C)C([O-])=NC(CCC([O-])=NC(CCCC(N)C(=O)O)C(O)=NC(C)C([O-])=NC(C)C(=O)O)C(=O)O)C1N=C(C)[O-]	-678.6	C05897	cpd03494
cpd00014_c0	UDP_c0	C9H12N2O12P2	-2	XCCTYIAWTASOJW-XVFCMESISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)(O)OP(=O)([O-])O)C(O)C1O	-605.77	C00015	cpd00014
cpd03495_c0	Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala_c0	C95H152N8O28P2	-4	OXJNZXDFVLDLEI-MBCYCBSHSA-J	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2N=C(C)[O-])C(OC(C)C(O)=NC(C)C(O)=NC(CCC([O-])=NC(CCCC(N)C(=O)O)C(O)=NC(C)C([O-])=NC(C)C(=O)O)C(=O)O)C1N=C(C)[O-]	-831.43	C05898	cpd03495
cpd00658_c0	Isochorismate_c0	C10H8O6	-2	NTGWPRCCOQCMGE-YUMQZZPRSA-L	C=C(OC1C=CC=C(C(=O)[O-])C1O)C(=O)[O-]	-169.49	C00885	cpd00658
cpd00020_c0	Pyruvate_c0	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd02566_c0	2,3-Dihydroxy-2,3-dihydrobenzoate_c0	C7H7O4	-1	INCSWYKICIYAHB-WDSKDSINSA-M	O=C([O-])C1=CC=CC(O)C1O	-125.71	C04171	cpd02566
cpd11440_c0	fa6_c0	C16H31O2	-1			-64.07		cpd11440
cpd00018_c0	AMP_c0	C10H12N5O7P	-2	UDMBCSSLTHHNCD-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O	-257.85	C00020	cpd00018
cpd11441_c0	fa6coa_c0	C37H63N7O17P3S	-3			-764.96		cpd11441
cpd00023_c0	L-Glutamate_c0	C5H8NO4	-1	WHUUTDBJXJRKMK-VKHMYHEASA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00025	cpd00023
cpd00084_c0	L-Cysteine_c0	C3H7NO2S	0	XUJNEKJLAYXESH-REOHCLBHSA-N	NC(CS)C(=O)O	-83.394	C00097	cpd00084
cpd00015_c0	FAD_c0	C27H30N9O15P2	-3	IMGVNJNCCGXBHD-UYBVJOGSSA-K	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)([O-])OCC3OC([n+]4c[nH]c5c(N)ncnc54)C(O)C3O)c2cc1C	-515.07	C00016	cpd00015
cpd00130_c0	L-Malate_c0	C4H4O5	-2	BJEPYKJPYRNKOW-REOHCLBHSA-L	O=C([O-])CC(O)C(=O)[O-]	-201	C00149	cpd00130
cpd00032_c0	Oxaloacetate_c0	C4H2O5	-2	KHPXUQMNIQBQEV-UHFFFAOYSA-L	O=C([O-])CC(=O)C(=O)[O-]	-190.52	C00036	cpd00032
cpd00982_c0	FADH2_c0	C27H33N9O15P2	-2	YPZRHBJKEMOYQH-UYBVJOGSSA-L	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1nc([O-])nc([O-])c1N2	-538.18	C01352	cpd00982
cpd00533_c0	dCDP_c0	C9H13N3O10P2	-2	FTDHDKPUHBLBTL-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)c([O-])n1	-513.54	C00705	cpd00533
cpd00356_c0	dCTP_c0	C9H13N3O13P3	-3	RGWHQCVHVJXOKC-SHYZEUOFSA-K	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c([O-])n1	-721.54	C00458	cpd00356
cpd00213_c0	Lipoamide_c0	C8H15NOS2	0	FCCDDURTIIUXBY-SSDOTTSWSA-N	N=C(O)CCCCC1CCSS1	-21.54	C00248	cpd00213
cpd03049_c0	2-Hydroxyethyl-ThPP_c0	C14H21N4O8P2S	-1	RRUVJGASJONMDY-UHFFFAOYSA-M	Cc1ncc(C[n+]2c(C(C)O)sc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-405.15	C05125	cpd03049
cpd00056_c0	TPP_c0	C12H17N4O7P2S	-1	AYEKOFBPNLCAJY-UHFFFAOYSA-M	Cc1ncc(C[n+]2csc(CCOP(=O)([O-])OP(=O)([O-])O)c2C)c(=N)[nH]1	-368.32	C00068	cpd00056
cpd00836_c0	S-Acetyldihydrolipoamide_c0	C10H19NO2S2	0	ARGXEXVCHMNAQU-UHFFFAOYSA-N	CC(=O)SC(CCS)CCCCC(=N)O	-61.184	C01136	cpd00836
cpd00083_c0	GDP-mannose_c0	C16H23N5O16P2	-2	MVMSCBBUIHUTGJ-GDJBGNAASA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)([O-])OP(=O)(O)OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c2[nH]1	-673.08	C00096	cpd00083
cpd00900_c0	GDP-4-dehydro-D-rhamnose_c0	C16H21N5O15P2	-2	PNHLMHWWFOPQLK-BKUUWRAGSA-L	CC1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3cnc4c([O-])nc(=N)[nH]c43)C(O)C2O)C(O)C(O)C1=O	-630.29	C01222	cpd00900
cpd00179_c0	Maltose_c0	C12H22O11	0	VQHSOMBJVWLPSR-WUJBLJFYSA-N	OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO	-383.92	C00208	cpd00179
cpd00027_c0	D-Glucose_c0	C6H12O6	0	WQZGKKKJIJFFOK-DVKNGEFBSA-N	OCC1OC(O)C(O)C(O)C1O	-218.28	C00031	cpd00027
cpd00137_c0	Citrate_c0	C6H5O7	-3	KRKNYBCHXYNGOX-UHFFFAOYSA-K	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]	-280.44	C00158	cpd00137
cpd00260_c0	Isocitrate_c0	C6H5O7	-3	ODBLHEXUDAPZAU-UHFFFAOYSA-K	O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-]	-279.02	C00311	cpd00260
cpd00521_c0	dTDP-4-oxo-6-deoxy-D-glucose_c0	C16H22N2O15P2	-2	PSXWNITXWWECNY-UCBTUHGZSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C11907	cpd00521
cpd00522_c0	dTDP-4-oxo-L-rhamnose_c0	C16H22N2O15P2	-2	PSXWNITXWWECNY-LPVGZGSHSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C00688	cpd00522
cpd00039_c0	L-Lysine_c0	C6H15N2O2	1	KDXKERNSBIXSRK-YFKPBYRVSA-O	NC(CCCC[NH3+])C(=O)O	-84.04	C00047	cpd00039
cpd00011_c0	CO2_c0	CO2	0	CURLTUGMZLYLDI-UHFFFAOYSA-N	O=C=O	-92.26	C00011	cpd00011
cpd01155_c0	Cadaverine_c0	C5H16N2	2	VHRGRCVQAFMJIZ-UHFFFAOYSA-P	[NH3+]CCCCC[NH3+]	-4.4	C01672	cpd01155
cpd01015_c0	Cyanate_c0	CNO	-1	XLJMAIOERFSOGZ-UHFFFAOYSA-M	N#C[O-]	-23.3	C01417	cpd01015
cpd01101_c0	Carbamate_c0	CH2NO2	-1	KXDHJXZQYSOELW-UHFFFAOYSA-M	NC(=O)[O-]	-95.7	C01563	cpd01101
cpd07923_c0	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate_c0	C10H15N3O11P2	-2	RQKDPSTWKKMBPM-UHFFFAOYSA-L	N=c1nc([O-])n(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)cc1CO	-550.18	C11038	cpd07923
cpd07924_c0	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate_c0	C10H15N3O14P3	-3	DLHNIFPAUZVLLA-XLPZGREQSA-K	N=c1nc([O-])n(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-758.18	C11039	cpd07924
cpd08739_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienal_c0	C10H16O	0	KDMDLRXLBMMBSU-WEVVVXLNSA-N	C=C(CC=C(C)C=O)C(C)C	14.87	C11942	cpd08739
cpd08740_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid_c0	C10H15O2	-1	HZNKOKJSWBRPRJ-RMKNXTFCSA-M	C=C(CC=C(C)C(=O)[O-])C(C)C	-37.83	C11943	cpd08740
cpd17042_c0	DNA replication_c0	null	0					cpd17042
cpd11640_c0	H2_c0	H2	0	UFHFLCQGNIYNRP-UHFFFAOYSA-N	[HH]	4.2065	C00282	cpd11640
cpd15560_c0	Ubiquinone-8_c0	C49H74O4	0	ICFIZJQGJAJRSU-SGHXUWJISA-N	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O	142.5	C17569	cpd15560
cpd15561_c0	Ubiquinol-8_c0	C49H76O4	0	LOJUQFSPYHMHEO-SGHXUWJISA-N	COc1c(O)c(C)c(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC	120.8		cpd15561
cpd00888_c0	N-Methylethanolamine phosphate_c0	C3H9NO4P	-1	HZDCAHRLLXEQFY-UHFFFAOYSA-M	CNCCOP(=O)([O-])O	-248.46	C01210	cpd00888
cpd00019_c0	S-Adenosyl-homocysteine_c0	C14H20N6O5S	0	ZJUKTBDSGOFHSH-WFMPWKQPSA-N	Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O	-76.11	C00021	cpd00019
cpd09444_c0	Phosphodimethylethanolamine_c0	C4H11NO4P	-1	BLHVJAAEHMLMOI-UHFFFAOYSA-M	CN(C)CCOP(=O)([O-])O	-242.56	C13482	cpd09444
cpd08289_c0	1-deoxy-D-xylulose5-phosphate_c0	C5H9O7P	-2	AJPADPZSRRUGHI-RFZPGFLSSA-L	CC(=O)C(O)C(O)COP(=O)([O-])[O-]	-357.27	C11437	cpd08289
cpd08449_c0	3-Amino-2-oxopropyl phosphate_c0	C3H7NO5P	-1	HIQNVODXENYOFK-UHFFFAOYSA-M	NCC(=O)COP(=O)([O-])O	-285.41	C11638	cpd08449
cpd00478_c0	Pyridoxine phosphate_c0	C8H10NO6P	-2	WHOMFKWHIQZTHY-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(CO)c1[O-]	-279.93	C00627	cpd00478
cpd00246_c0	Inosine_c0	C10H12N4O5	0	UGQMRVRMYYASKQ-KQYNXXCUSA-N	OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O	-101.08	C00294	cpd00246
cpd00226_c0	HYXN_c0	C5H4N4O	0	FDGQSTZJBFJUBT-UHFFFAOYSA-N	Oc1ncnc2[nH]cnc12	23.12	C00262	cpd00226
cpd00475_c0	Ribose 1-phosphate_c0	C5H9O8P	-2	YXJDFQJKERBOBM-TXICZTDVSA-L	O=P([O-])([O-])OC1OC(CO)C(O)C1O	-394.12	C00620	cpd00475
cpd15721_c0	Diisohexadecanoylphosphatidylglycerophosphate_c0	C38H74O13P2	-2			-629.02		cpd15721
cpd15727_c0	Diisohexadecanoylphosphatidylglycerol_c0	C38H74O10P	-1			-416.52		cpd15727
cpd11589_c0	gly-asp-L_c0	C6H9N2O5	-1	SCCPDJAQCXWPTF-VKHMYHEASA-M	NCC([O-])=NC(CC(=O)O)C(=O)O	-196.33		cpd11589
cpd00041_c0	L-Aspartate_c0	C4H6NO4	-1	CKLJMWTZIZZHCS-REOHCLBHSA-M	NC(CC(=O)[O-])C(=O)O	-165.75	C00049	cpd00041
cpd02519_c0	Guanidinoethyl methyl phosphate_c0	C4H12N3O4P	0	PTALSLHNZQRENZ-UHFFFAOYSA-N	COP(=O)(O)OCCNC(=N)N	-228.77	C04071	cpd02519
cpd02744_c0	N'-Phosphoguanidinoethyl methyl phosphate_c0	C4H11N3O7P2	-2	SKVVAASQKFJYKN-UHFFFAOYSA-L	COP(=O)(O)OCCNC(=N)NP(=O)([O-])[O-]	-425.31	C04503	cpd02744
cpd00038_c0	GTP_c0	C10H13N5O14P3	-3	XKMLYUALXHKNFT-UUOKFMHZSA-K	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2[nH]1	-724.3	C00044	cpd00038
cpd00048_c0	Sulfate_c0	O4S	-2	QAOWNCQODCNURD-UHFFFAOYSA-L	O=S(=O)([O-])[O-]	-177.97	C00059	cpd00048
cpd00031_c0	GDP_c0	C10H13N5O11P2	-2	QGWNDRXFNXRZMB-UUOKFMHZSA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)([O-])O)C(O)C3O)c2[nH]1	-516.3	C00035	cpd00031
cpd00193_c0	APS_c0	C10H12N5O10PS	-2	IRLPACMLTUPBCL-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(O)C1O	-367.85	C00224	cpd00193
cpd00206_c0	dCMP_c0	C9H12N3O7P	-2	NCMVOABPESMRCP-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)([O-])O)O2)c([O-])n1	-305.54	C00239	cpd00206
cpd02227_c0	S-Ribosylhomocysteine_c0	C9H17NO6S	0	IQFWYNFDWRYSRA-OEQWSMLSSA-N	NC(CCSCC1OC(O)C(O)C1O)C(=O)O	-212.38	C03539	cpd02227
cpd00135_c0	Homocysteine_c0	C4H9NO2S	0	FFFHZYDWPBMWHY-VKHMYHEASA-N	NC(CCS)C(=O)O	-81.774	C00155	cpd00135
cpd08636_c0	4-5-dihydroxy-2-3-pentanedione_c0	C5H8O4	0	UYTRITJAZOPLCZ-BYPYZUCNSA-N	CC(=O)C(=O)C(O)CO	-134.29		cpd08636
cpd02375_c0	Adenylosuccinate_c0	C14H14N5O11P	-4	OFBHPPMPBOJXRT-DPXQIYNJSA-J	O=C([O-])CC(Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O)C(=O)[O-]	-408.89	C03794	cpd02375
cpd00367_c0	Cytidine_c0	C9H13N3O5	0	UHDGCWIWMRVCDJ-XVFCMESISA-N	N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1	-132.88	C00475	cpd00367
cpd00026_c0	UDP-glucose_c0	C15H22N2O17P2	-2	HSCJRCZFDFQWRP-JZMIEXBBSA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O	-762.55	C00029	cpd00026
cpd00144_c0	UDPglucuronate_c0	C15H19N2O18P2	-3	HDYANYHVCAPMJV-LXQIFKJMSA-K	O=C([O-])C1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)C(O)C(O)C1O	-805.77	C00167	cpd00144
cpd02097_c0	L-Glutamyl 5-phosphate_c0	C5H8NO7P	-2	PJRXVIJAERNUIP-VKHMYHEASA-L	NC(CCC(=O)OP(=O)([O-])O)C(=O)[O-]	-379.03	C03287	cpd02097
cpd00070_c0	Malonyl-CoA_c0	C24H33N7O19P3S	-5	LTYOQGRJFJAKNA-DVVLENMVSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CC(=O)[O-]	-863.66	C00083	cpd00070
cpd00093_c0	Anthranilate_c0	C7H6NO2	-1	RWZYAGGXGHYGMB-UHFFFAOYSA-M	Nc1ccccc1C(=O)[O-]	-48.99	C00108	cpd00093
cpd02014_c0	N-Malonylanthranilate_c0	C10H7NO5	-2	ZDSSCYCDBASEJQ-UHFFFAOYSA-L	O=C([O-])CC([O-])=Nc1ccccc1C(=O)O	-164.71	C03147	cpd02014
cpd00477_c0	N-Acetyl-L-glutamate_c0	C7H9NO5	-2	RFMMMVDNIPUKGG-YFKPBYRVSA-L	CC([O-])=NC(CCC(=O)[O-])C(=O)O	-193.73	C00624	cpd00477
cpd03349_c0	5-Hydroxykynurenamine_c0	C9H13N2O2	1	JANBBPTXDKFOQR-UHFFFAOYSA-O	Nc1ccc(O)cc1C(=O)CC[NH3+]	-36.78	C05638	cpd03349
cpd03362_c0	5-Hydroxykynurenine_c0	C10H12N2O4	0	OTDQYOVYQQZAJL-QMMMGPOBSA-N	Nc1ccc(O)cc1C(=O)CC(N)C(=O)O	-116.42	C05651	cpd03362
cpd00036_e0	Succinate_e0	C4H4O4	-2	KDYFGRWQOYBRFD-UHFFFAOYSA-L	O=C([O-])CCC(=O)[O-]	-162.96	C00042	cpd00036
cpd00036_c0	Succinate_c0	C4H4O4	-2	KDYFGRWQOYBRFD-UHFFFAOYSA-L	O=C([O-])CCC(=O)[O-]	-162.96	C00042	cpd00036
cpd00101_c0	ribose-5-phosphate_c0	C5H9O8P	-2	PPQRONHOSHZGFQ-LMVFSUKVSA-L	O=CC(O)C(O)C(O)COP(=O)([O-])[O-]	-392.04	C00117	cpd00101
cpd00847_c0	Ribose 1,5-bisphosphate_c0	C5H10O11P2	-2	AAAFZMYJJHWUPN-TXICZTDVSA-J	O=P([O-])([O-])OCC1OC(OP(=O)([O-])[O-])C(O)C1O	-606.62	C01151	cpd00847
cpd01186_c0	L-Fuculose_c0	C6H12O5	0	QZNPNKJXABGCRC-LFRDXLMFSA-N	CC(O)C(O)C(O)C(=O)CO	-181.19	C01721	cpd01186
cpd00806_c0	L-Fuculose1-phosphate_c0	C6H11O8P	-2	KNYGWWDTPGSEPD-LFRDXLMFSA-L	CC(O)C(O)C(O)C(=O)COP(=O)([O-])[O-]	-393.69	C01099	cpd00806
cpd15317_c0	1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl_c0	C21H42NO7P	0			-304.1		cpd15317
cpd00908_c0	Glycerophosphoethanolamine_c0	C5H14NO6P	0	JZNWSCPGTDBMEW-UHFFFAOYSA-N	NCCOP(=O)(O)OCC(O)CO	-311.69	C01233	cpd00908
cpd15237_c0	hexadecenoate_c0	C16H29O2	-1			-41.71		cpd15237
cpd00052_c0	CTP_c0	C9H13N3O14P3	-3	PCDQPRRSZKQHHS-XVFCMESISA-K	N=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C2O)c([O-])n1	-761.38	C00063	cpd00052
cpd00220_c0	Riboflavin_c0	C17H19N4O6	-1	AUNGANRZJHBGPY-SCRDCRAPSA-M	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C	-110.72	C00255	cpd00220
