id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
cpd03494_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine_c0	C87H139N7O23P2	-4	PNWZQTONLRRPST-KLDRQJOASA-J	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)OC1OC(CO)C(O)C(OC(C)C(O)=NC(C)C([O-])=NC(CCC([O-])=NC(CCCC(N)C(=O)O)C(O)=NC(C)C([O-])=NC(C)C(=O)O)C(=O)O)C1N=C(C)[O-]	-678.6	C05897	cpd03494
cpd00014_c0	UDP_c0	C9H12N2O12P2	-2	XCCTYIAWTASOJW-XVFCMESISA-L	O=c1nc([O-])ccn1C1OC(COP(=O)(O)OP(=O)([O-])O)C(O)C1O	-605.77	C00015	cpd00014
cpd03495_c0	Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala_c0	C95H152N8O28P2	-4	OXJNZXDFVLDLEI-MBCYCBSHSA-J	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2N=C(C)[O-])C(OC(C)C(O)=NC(C)C(O)=NC(CCC([O-])=NC(CCCC(N)C(=O)O)C(O)=NC(C)C([O-])=NC(C)C(=O)O)C(=O)O)C1N=C(C)[O-]	-831.43	C05898	cpd03495
cpd00658_c0	Isochorismate_c0	C10H8O6	-2	NTGWPRCCOQCMGE-YUMQZZPRSA-L	C=C(OC1C=CC=C(C(=O)[O-])C1O)C(=O)[O-]	-169.49	C00885	cpd00658
cpd00020_c0	Pyruvate_c0	C3H3O3	-1	LCTONWCANYUPML-UHFFFAOYSA-M	CC(=O)C(=O)[O-]	-112.69	C00022	cpd00020
cpd02566_c0	2,3-Dihydroxy-2,3-dihydrobenzoate_c0	C7H7O4	-1	INCSWYKICIYAHB-WDSKDSINSA-M	O=C([O-])C1=CC=CC(O)C1O	-125.71	C04171	cpd02566
cpd11440_c0	fa6_c0	C16H31O2	-1			-64.07		cpd11440
cpd00018_c0	AMP_c0	C10H12N5O7P	-2	UDMBCSSLTHHNCD-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O	-257.85	C00020	cpd00018
cpd11441_c0	fa6coa_c0	C37H63N7O17P3S	-3			-764.96		cpd11441
cpd00023_c0	L-Glutamate_c0	C5H8NO4	-1	WHUUTDBJXJRKMK-VKHMYHEASA-M	NC(CCC(=O)[O-])C(=O)O	-164.13	C00025	cpd00023
cpd00084_c0	L-Cysteine_c0	C3H7NO2S	0	XUJNEKJLAYXESH-REOHCLBHSA-N	NC(CS)C(=O)O	-83.394	C00097	cpd00084
cpd00506_c0	gamma-Glutamylcysteine_c0	C8H13N2O5S	-1	RITKHVBHSGLULN-WHFBIAKZSA-M	NC(CCC([O-])=NC(CS)C(=O)O)C(=O)O	-190.374	C00669	cpd00506
cpd00015_c0	FAD_c0	C27H30N9O15P2	-3	IMGVNJNCCGXBHD-UYBVJOGSSA-K	Cc1cc2nc3c([O-])nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])OP(=O)([O-])OCC3OC([n+]4c[nH]c5c(N)ncnc54)C(O)C3O)c2cc1C	-515.07	C00016	cpd00015
cpd00130_c0	L-Malate_c0	C4H4O5	-2	BJEPYKJPYRNKOW-REOHCLBHSA-L	O=C([O-])CC(O)C(=O)[O-]	-201	C00149	cpd00130
cpd00032_c0	Oxaloacetate_c0	C4H2O5	-2	KHPXUQMNIQBQEV-UHFFFAOYSA-L	O=C([O-])CC(=O)C(=O)[O-]	-190.52	C00036	cpd00032
cpd00982_c0	FADH2_c0	C27H33N9O15P2	-2	YPZRHBJKEMOYQH-UYBVJOGSSA-L	Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1O)c1nc([O-])nc([O-])c1N2	-538.18	C01352	cpd00982
cpd00533_c0	dCDP_c0	C9H13N3O10P2	-2	FTDHDKPUHBLBTL-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)c([O-])n1	-513.54	C00705	cpd00533
cpd00356_c0	dCTP_c0	C9H13N3O13P3	-3	RGWHQCVHVJXOKC-SHYZEUOFSA-K	N=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)c([O-])n1	-721.54	C00458	cpd00356
cpd00137_c0	Citrate_c0	C6H5O7	-3	KRKNYBCHXYNGOX-UHFFFAOYSA-K	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]	-280.44	C00158	cpd00137
cpd00260_c0	Isocitrate_c0	C6H5O7	-3	ODBLHEXUDAPZAU-UHFFFAOYSA-K	O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-]	-279.02	C00311	cpd00260
cpd00521_c0	dTDP-4-oxo-6-deoxy-D-glucose_c0	C16H22N2O15P2	-2	PSXWNITXWWECNY-UCBTUHGZSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C11907	cpd00521
cpd00522_c0	dTDP-4-oxo-L-rhamnose_c0	C16H22N2O15P2	-2	PSXWNITXWWECNY-LPVGZGSHSA-L	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)(O)OC3OC(C)C(=O)C(O)C3O)O2)c(=O)nc1[O-]	-680.33	C00688	cpd00522
cpd00003_c0	NAD_c0	C21H26N7O14P2	-1	BAWFJGJZGIEFAR-NNYOXOHSSA-M	N=C([O-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1	-529.59	C00003	cpd00003
cpd03113_c0	(S)-3-Hydroxyhexadecanoyl-CoA_c0	C37H62N7O18P3S	-4	DEHLMTDDPWDRDR-QQOJFMBSSA-J	CCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-801.19	C05258	cpd03113
cpd00004_c0	NADH_c0	C21H27N7O14P2	-2	BOPGDPNILDQYTO-NNYOXOHSSA-L	N=C([O-])C1=CN(C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1	-524.32	C00004	cpd00004
cpd03114_c0	3-Oxopalmitoyl-CoA_c0	C37H60N7O18P3S	-4	NQMPLXPCRJOSHL-BBECNAHFSA-J	CCCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-793.17	C05259	cpd03114
cpd00007_c0	O2_c0	O2	0	MYMOFIZGZYHOMD-UHFFFAOYSA-N	O=O	3.9197	C00007	cpd00007
cpd00483_c0	3-Hydroxyanthranilate_c0	C7H6NO3	-1	WJXSWCUQABXPFS-UHFFFAOYSA-M	Nc1c([O-])cccc1C(=O)O	-88.47	C00632	cpd00483
cpd00025_c0	H2O2_c0	H2O2	0	MHAJPDPJQMAIIY-UHFFFAOYSA-N	OO	-32.05	C00027	cpd00025
cpd00532_c0	O2-_c0	O2	-1	OUUQCZGPVNCOIJ-UHFFFAOYSA-M	[O][O-]	6.9	C00704	cpd00532
cpd03351_c0	Cinnavalininate_c0	C14H6N2O6	-2	FSBKJYLVDRVPTK-UHFFFAOYSA-L	Nc1c(C(=O)[O-])c2nc3c(C(=O)[O-])cccc3oc-2cc1=O	-142.93	C05640	cpd03351
cpd11466_c0	Myristoyl-ACP_c0	C25H48N2O8PRS	-2				C05761	cpd11466
cpd01695_c0	Myristoyl-CoA_c0	C35H58N7O17P3S	-4	DUAFKXOFBZQTQE-QSGBVPJFSA-J	CCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]	-766.39	C02593	cpd01695
cpd11493_c0	ACP_c0	C11H22N2O7PRS	-2				C00229	cpd11493
cpd07923_c0	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate_c0	C10H15N3O11P2	-2	RQKDPSTWKKMBPM-UHFFFAOYSA-L	N=c1nc([O-])n(C2CC(O)C(COP(=O)(O)OP(=O)([O-])O)O2)cc1CO	-550.18	C11038	cpd07923
cpd07924_c0	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate_c0	C10H15N3O14P3	-3	DLHNIFPAUZVLLA-XLPZGREQSA-K	N=c1nc([O-])n(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])O2)cc1CO	-758.18	C11039	cpd07924
cpd08739_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienal_c0	C10H16O	0	KDMDLRXLBMMBSU-WEVVVXLNSA-N	C=C(CC=C(C)C=O)C(C)C	14.87	C11942	cpd08739
cpd08740_c0	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid_c0	C10H15O2	-1	HZNKOKJSWBRPRJ-RMKNXTFCSA-M	C=C(CC=C(C)C(=O)[O-])C(C)C	-37.83	C11943	cpd08740
cpd17042_c0	DNA replication_c0	null	0					cpd17042
cpd11640_c0	H2_c0	H2	0	UFHFLCQGNIYNRP-UHFFFAOYSA-N	[HH]	4.2065	C00282	cpd11640
cpd15560_c0	Ubiquinone-8_c0	C49H74O4	0	ICFIZJQGJAJRSU-SGHXUWJISA-N	COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O	142.5	C17569	cpd15560
cpd00067_e0	H+_e0	H	1	GPRLSGONYQIRFK-UHFFFAOYSA-N	[H+]	-9.53	C00080	cpd00067
cpd15561_c0	Ubiquinol-8_c0	C49H76O4	0	LOJUQFSPYHMHEO-SGHXUWJISA-N	COc1c(O)c(C)c(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)c(O)c1OC	120.8		cpd15561
cpd08289_c0	1-deoxy-D-xylulose5-phosphate_c0	C5H9O7P	-2	AJPADPZSRRUGHI-RFZPGFLSSA-L	CC(=O)C(O)C(O)COP(=O)([O-])[O-]	-357.27	C11437	cpd08289
cpd08449_c0	3-Amino-2-oxopropyl phosphate_c0	C3H7NO5P	-1	HIQNVODXENYOFK-UHFFFAOYSA-M	NCC(=O)COP(=O)([O-])O	-285.41	C11638	cpd08449
cpd00478_c0	Pyridoxine phosphate_c0	C8H10NO6P	-2	WHOMFKWHIQZTHY-UHFFFAOYSA-L	Cc1ncc(COP(=O)([O-])O)c(CO)c1[O-]	-279.93	C00627	cpd00478
cpd15688_c0	CDP-1,2-diisohexadecanoylglycerol_c0	C44H79N3O15P2	-2			-641.22		cpd15688
cpd15694_c0	Diisohexadecanoylphosphatidylserine_c0	C38H72NO10P	-2			-425.5		cpd15694
cpd09310_c0	3,4,6-Trichlorocatechol_c0	C6H3O2Cl3	0	LZHZRJKVYOHNTJ-UHFFFAOYSA-M	[O-]c1c(Cl)cc(Cl)c(Cl)c1O	-54.84	C12831	cpd09310
cpd09312_c0	2,3,5-Trichloro-cis,cis-muconate_c0	C6HO4Cl3	-2	AHDWVTPNJCBFTN-TZFCGSKZSA-L	O=C([O-])C(Cl)=CC(Cl)=C(Cl)C(=O)[O-]	-134.44	C12833	cpd09312
cpd15721_c0	Diisohexadecanoylphosphatidylglycerophosphate_c0	C38H74O13P2	-2			-629.02		cpd15721
cpd15727_c0	Diisohexadecanoylphosphatidylglycerol_c0	C38H74O10P	-1			-416.52		cpd15727
cpd11589_c0	gly-asp-L_c0	C6H9N2O5	-1	SCCPDJAQCXWPTF-VKHMYHEASA-M	NCC([O-])=NC(CC(=O)O)C(=O)O	-196.33		cpd11589
cpd00033_c0	Glycine_c0	C2H5NO2	0	DHMQDGOQFOQNFH-UHFFFAOYSA-N	NCC(=O)O	-87.73	C00037	cpd00033
cpd00038_c0	GTP_c0	C10H13N5O14P3	-3	XKMLYUALXHKNFT-UUOKFMHZSA-K	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)([O-])[O-])C(O)C3O)c2[nH]1	-724.3	C00044	cpd00038
cpd00048_c0	Sulfate_c0	O4S	-2	QAOWNCQODCNURD-UHFFFAOYSA-L	O=S(=O)([O-])[O-]	-177.97	C00059	cpd00048
cpd00031_c0	GDP_c0	C10H13N5O11P2	-2	QGWNDRXFNXRZMB-UUOKFMHZSA-L	N=c1nc([O-])c2ncn(C3OC(COP(=O)(O)OP(=O)([O-])O)C(O)C3O)c2[nH]1	-516.3	C00035	cpd00031
cpd00193_c0	APS_c0	C10H12N5O10PS	-2	IRLPACMLTUPBCL-KQYNXXCUSA-L	Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OS(=O)(=O)[O-])C(O)C1O	-367.85	C00224	cpd00193
cpd00206_c0	dCMP_c0	C9H12N3O7P	-2	NCMVOABPESMRCP-SHYZEUOFSA-L	N=c1ccn(C2CC(O)C(COP(=O)([O-])O)O2)c([O-])n1	-305.54	C00239	cpd00206
cpd00068_c0	ITP_c0	C10H12N4O14P3	-3	HAEJPQIATWHALX-KQYNXXCUSA-K	O=P([O-])([O-])OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-729.58	C00081	cpd00068
cpd00061_c0	Phosphoenolpyruvate_c0	C3H2O6P	-3	DTBNBXWJWCWCIK-UHFFFAOYSA-K	C=C(OP(=O)([O-])[O-])C(=O)[O-]	-316.08	C00074	cpd00061
cpd00090_c0	IDP_c0	C10H12N4O11P2	-2	JPXZQMKKFWMMGK-KQYNXXCUSA-L	O=P([O-])(O)OP(=O)(O)OCC1OC(n2cnc3c([O-])ncnc32)C(O)C1O	-521.58	C00104	cpd00090
cpd00070_c0	Malonyl-CoA_c0	C24H33N7O19P3S	-5	LTYOQGRJFJAKNA-DVVLENMVSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CC(=O)[O-]	-863.66	C00083	cpd00070
cpd02375_c0	Adenylosuccinate_c0	C14H14N5O11P	-4	OFBHPPMPBOJXRT-DPXQIYNJSA-J	O=C([O-])CC(Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O)C(=O)[O-]	-408.89	C03794	cpd02375
cpd00106_c0	Fumarate_c0	C4H2O4	-2	VZCYOOQTPOCHFL-OWOJBTEDSA-L	O=C([O-])C=CC(=O)[O-]	-143.7	C00122	cpd00106
cpd00026_c0	UDP-glucose_c0	C15H22N2O17P2	-2	HSCJRCZFDFQWRP-JZMIEXBBSA-L	O=c1nc([O-])ccn1C1OC(COP(=O)([O-])OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O	-762.55	C00029	cpd00026
cpd00144_c0	UDPglucuronate_c0	C15H19N2O18P2	-3	HDYANYHVCAPMJV-LXQIFKJMSA-K	O=C([O-])C1OC(OP(=O)(O)OP(=O)([O-])OCC2OC(n3ccc([O-])nc3=O)C(O)C2O)C(O)C(O)C1O	-805.77	C00167	cpd00144
cpd02097_c0	L-Glutamyl 5-phosphate_c0	C5H8NO7P	-2	PJRXVIJAERNUIP-VKHMYHEASA-L	NC(CCC(=O)OP(=O)([O-])O)C(=O)[O-]	-379.03	C03287	cpd02097
cpd00093_c0	Anthranilate_c0	C7H6NO2	-1	RWZYAGGXGHYGMB-UHFFFAOYSA-M	Nc1ccccc1C(=O)[O-]	-48.99	C00108	cpd00093
cpd02014_c0	N-Malonylanthranilate_c0	C10H7NO5	-2	ZDSSCYCDBASEJQ-UHFFFAOYSA-L	O=C([O-])CC([O-])=Nc1ccccc1C(=O)O	-164.71	C03147	cpd02014
cpd03640_c0	6-Oxohexanoate_c0	C6H9O3	-1	PNPPVRALIYXJBW-UHFFFAOYSA-M	O=CCCCCC(=O)[O-]	-107.02	C06102	cpd03640
cpd03643_c0	Cyclohexan-1,2-dione_c0	C6H8O2	0	OILAIQUEIWYQPH-UHFFFAOYSA-N	O=C1CCCCC1=O	-45.02	C06105	cpd03643
cpd08112_c0	Cyclohexane_c0	C6H12	0	XDTMQSROBMDMFD-UHFFFAOYSA-N	C1CCCCC1	22.76	C11249	cpd08112
cpd00636_c0	Hexalin_c0	C6H12O	0	HPXRVTGHNJAIIH-UHFFFAOYSA-N	OC1CCCCC1	-20.76	C00854	cpd00636
cpd03349_c0	5-Hydroxykynurenamine_c0	C9H13N2O2	1	JANBBPTXDKFOQR-UHFFFAOYSA-O	Nc1ccc(O)cc1C(=O)CC[NH3+]	-36.78	C05638	cpd03349
cpd03362_c0	5-Hydroxykynurenine_c0	C10H12N2O4	0	OTDQYOVYQQZAJL-QMMMGPOBSA-N	Nc1ccc(O)cc1C(=O)CC(N)C(=O)O	-116.42	C05651	cpd03362
cpd02021_c0	Succinylbenzoyl-CoA_c0	C32H39N7O20P3S	-5	KVAQAPQXOXTRAE-UHFFFAOYSA-I	CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C([O-])=NCCC([O-])=NCCSC(=O)CCC(=O)c1ccccc1C(=O)[O-]	-859.92	C03160	cpd02021
cpd02295_c0	1-4-Dihydroxy-2-naphthoate_c0	C11H7O4	-1	VOJUXHHACRXLTD-UHFFFAOYSA-M	O=C(O)c1cc([O-])c2ccccc2c1O	-122.199	C03657	cpd02295
cpd03345_c0	5-Hydroxyindoleacetaldehyde_c0	C10H9NO2	0	OBFAPCIUSYHFIE-UHFFFAOYSA-N	O=CCc1c[nH]c2ccc(O)cc12	-10.61	C05634	cpd03345
cpd03346_c0	5-Hydroxyindoleacetate_c0	C10H8NO3	-1	DUUGKQCEGZLZNO-UHFFFAOYSA-M	O=C(O)Cc1c[nH]c2ccc([O-])cc12	-63.31	C05635	cpd03346
cpd15317_c0	1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl_c0	C21H42NO7P	0			-304.1		cpd15317
cpd00908_c0	Glycerophosphoethanolamine_c0	C5H14NO6P	0	JZNWSCPGTDBMEW-UHFFFAOYSA-N	NCCOP(=O)(O)OCC(O)CO	-311.69	C01233	cpd00908
cpd15237_c0	hexadecenoate_c0	C16H29O2	-1			-41.71		cpd15237
cpd03964_c0	Deisopropylatrazine_c0	C5H8N5Cl	0	IVENSCMCQBJAKW-UHFFFAOYSA-N	CCN=c1[nH]c(Cl)nc(=N)[nH]1	48.79	C06556	cpd03964
cpd00071_c0	Acetaldehyde_c0	C2H4O	0	IKHGUXGNUITLKF-UHFFFAOYSA-N	CC=O	-33.4	C00084	cpd00071
cpd03968_c0	Deisopropyldeethylatrazine_c0	C3H4N5Cl	0	FVFVNNKYKYZTJU-UHFFFAOYSA-N	N=c1nc(Cl)[nH]c(=N)[nH]1	42.36	C06560	cpd03968
cpd00024_c0	2-Oxoglutarate_c0	C5H4O5	-2	KPGXRSRHYNQIFN-UHFFFAOYSA-L	O=C([O-])CCC(=O)C(=O)[O-]	-188.9	C00026	cpd00024
cpd00807_c0	L-histidinol-phosphate_c0	C6H11N3O4P	-1	CWNDERHTHMWBSI-YFKPBYRVSA-M	NC(COP(=O)([O-])O)Cc1cnc[nH]1	-214.91	C01100	cpd00807
cpd00930_c0	imidazole acetol-phosphate_c0	C6H7N2O5P	-2	YCFFMSOLUMRAMD-UHFFFAOYSA-L	O=C(COP(=O)([O-])[O-])Cc1cnc[nH]1	-242.14	C01267	cpd00930
cpd11999_c0	Deoxylimonate_c0	C26H31O8	-1	NLNLACOJSWLNHE-UHFFFAOYSA-M	CC1=C2CC(=O)OC(c3ccoc3)C2(C)CCC1C12COC(=O)CC1OC(C)(C)C2CC(=O)[O-]	-215.34	C02027	cpd11999
cpd12503_c0	Deoxylimononic acid D-ring-lactone_c0	C26H32O9	-2	BQKCYOXFBVKBDA-UHFFFAOYSA-L	CC1=C2CC(=O)OC(c3ccoc3)C2(C)CCC1C1(CO)C(CC(=O)[O-])OC(C)(C)C1CC(=O)[O-]	-258.76	C04251	cpd12503
cpd00118_c0	Putrescine_c0	C4H14N2	2	KIDHWZJUCRJVML-UHFFFAOYSA-P	[NH3+]CCCC[NH3+]	-6.02	C00134	cpd00118
cpd00264_c0	Spermidine_c0	C7H22N3	3	ATHGHQPFGPMSJY-UHFFFAOYSA-Q	[NH3+]CCCC[NH2+]CCC[NH3+]	4.79	C00315	cpd00264
cpd00726_c0	1,3-Propanediamine_c0	C3H12N2	2	XFNJVJPLKCPIBV-UHFFFAOYSA-P	[NH3+]CCC[NH3+]	-7.64	C00986	cpd00726
cpd03802_c0	Homospermidine_c0	C8H24N3	3	UODZHRGDSPLRMD-UHFFFAOYSA-Q	[NH3+]CCCC[NH2+]CCCC[NH3+]	6.41	C06366	cpd03802
